公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1598,岱宇,317465,405125,271830,-21.63,16.78,2643810,1892656,39.68,-
1701,中化,600319,657248,475818,-8.66,26.16,3880417,3057169,26.92,-
1707,葡萄王,812857,765314,857795,6.21,-5.23,4294374,4356671,-1.42,本年度適用IFRS15，如兩年度比較基礎一致時，107年6月單月營收成長3.40%，累計營收成長8.67%，詳細資訊請詳重訊。
1720,生達,311978,337761,337669,-7.63,-7.6,1667025,1888051,-11.7,-
1731,美吾華,92040,97606,138677,-5.7,-33.62,575981,773980,-25.58,營收較去年同期減少，係自107年1月起代理糖尿病藥依據新合約條件以物流服務淨額認列營收，唯整體毛利率明顯提升。
1733,五鼎,150929,188085,153100,-19.75,-1.41,968317,844791,14.62,-
1734,杏輝,195972,182298,189337,7.5,3.5,1088842,1032809,5.42,-
1736,喬山,1613442,1511683,1408835,6.73,14.52,8944121,8486241,5.39,-
1760,寶齡富錦,129023,143852,88515,-10.3,45.76,611929,555365,10.18,-
1762,中化生,175399,73212,83289,139.57,110.59,609041,462945,31.55,單月營收較去年同期增加，主要係MMF及EVE產品客戶需求較去年同期增加所致。
1783,和康生,43330,40565,40589,6.81,6.75,220547,210540,4.75,-
1786,科妍,18577,16791,16570,10.63,12.11,154791,117428,31.81,-
1789,神隆,325156,374952,285841,-13.28,13.75,1846894,1772642,4.18,-
1795,美時,592557,563288,548918,5.19,7.95,3127570,3013542,3.78,-
3164,景岳,35111,49596,49629,-29.2,-29.25,259909,275399,-5.62,子公司白木屋食品股份有限公司營運至2018年5月底，自2018年6月起合併營收不包含子公司白木屋
3705,永信,599541,644180,533506,-6.92,12.37,3545102,3107216,14.09,-
4104,佳醫,491502,590347,511609,-16.74,-3.93,3118483,3026954,3.02,-
4106,雃博,195960,177080,176488,10.66,11.03,1043746,1011348,3.2,-
4108,懷特,7047,12820,4131,-45.03,70.58,57995,18696,210.2,營收較去年同期增加，係獲准上市之處方藥品營收增加及子公司營收大幅成長。
4119,旭富,191746,187539,101095,2.24,89.66,956083,612823,56.01,"主要為下列產品之銷售差異,PGA增加20,646仟元, Dulo增加24,404仟元, PMDOL/Olivetol增加27,087仟元, HOCLQ增加19,079仟元所致"
4133,亞諾法,39629,37453,42138,5.8,-5.95,223616,242005,-7.59,-
4142,國光生,22885,4248,6818,438.72,235.65,100702,125390,-19.68,月營收增加主要係因外銷美國產品銷量增加所致。
4155,訊映,108781,58162,137664,87.03,-20.98,551081,630066,-12.53,-
4164,承業醫,226192,259057,151636,-12.68,49.16,1112078,1037054,7.23,-
4737,華廣,165959,152969,132117,8.49,25.61,829243,807380,2.7,-
4746,台耀,263133,229748,216257,14.53,21.67,1305580,1244658,4.89,-
6491,晶碩,307387,234668,181908,30.98,68.97,1415593,994063,42.4,6月訂單較去年同期成長
合計,合計,8033917,7995647,7141779,0.47,12.49,45152870,41597882,8.54,
