公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1603,華電,125249,193683,248009,-35.33,-49.49,1086564,1245159,-12.73,-
1604,聲寶,740435,753523,717826,-1.73,3.14,4022103,3961299,1.53,-
1605,華新,16442330,14923508,12232660,10.17,34.41,102010509,75541723,35.03,-
1608,華榮,741241,705951,1030530,4.99,-28.07,4396654,4304506,2.14,-
1609,大亞,1769351,1669978,1404240,5.95,26.0,9321884,7723565,20.69,-
1611,中電,184429,202978,185342,-9.13,-0.49,1248857,1299374,-3.88,-
1612,宏泰,371484,344202,313457,7.92,18.51,1955804,1804924,8.35,-
1614,三洋電,517093,565575,496774,-8.57,4.09,2740700,2482884,10.38,-
1615,大山,284976,394175,282350,-27.7,0.93,1731264,1216108,42.36,-
1616,億泰,292847,258151,275572,13.44,6.26,1564486,1281331,22.09,-
1617,榮星,316726,316583,273390,0.04,15.85,1790553,1506997,18.81,-
1618,合機,396139,178308,397565,122.16,-0.35,1182618,1092171,8.28,-
4930,燦星網,844041,890735,893698,-5.24,-5.55,4788590,5590190,-14.33,-
5283,禾聯碩,632171,669859,626544,-5.62,0.89,2889964,2910211,-0.69,-
合計,合計,23658512,22067209,19377957,7.21,22.08,140730550,111960442,25.69,
